T_degC,Salnty,O2ml_L,Depthm,Bottom_D,Wind_Spd,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
13.22,33.121,6.05,30,4231.0,14.0,13.1,12.7,Continuous blowing snow,Stratus,10/10,4km to 10km
15.11,33.349,5.84,20,3986.0,15.0,15.7,12.1,Partly Cloudy,Cumulus,5/10,20km to 50km
10.13,33.723,3.59,58,75.0,6.0,15.8,15.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
14.3,33.21,5.9,0,998.0,17.0,15.1,14.8,,,,
15.25,33.467,6.16,2,1372.0,19.0,16.5,14.9,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
6.048,34.2752,0.414,516,3615.0,7.0,14.3,9.9,,,,
16.81,33.422,5.7,10,37.0,11.0,17.3,16.1,Partly Cloudy,Altostratus,4/10,10km to 20km
16.775,33.4973,5.602,10,4022.0,9.0,17.0,16.5,,,,
9.07,34.064,2.07,200,236.0,4.0,17.0,16.8,Fog,,10/10,1km to 2km
10.64,33.532,4.36,100,4127.0,20.0,17.7,15.9,,,,
14.23,33.2,5.66,21,36.0,1.0,16.8,15.9,Continuous blowing snow,Stratus,10/10,4km to 10km
18.448,33.5272,5.814,0,20.0,7.0,18.7,16.8,Partly Cloudy,Stratocumulus,4/10,20km to 50km
9.32,33.705,3.22,141,3782.0,4.0,18.8,16.4,,,,
6.89,34.182,0.85,380,3801.0,2.0,18.2,16.5,Continuous blowing snow,Cirrostratus,10/10,10km to 20km
14.76,33.43,5.85,0,103.0,5.0,17.0,16.0,Partly Cloudy,Cumulus,7/10 to 8/10,4km to 10km
15.9,33.519,5.69,31,3474.0,13.0,13.6,10.1,,,,
17.2,33.58,5.56,60,4007.0,1.0,17.6,15.8,,,,
8.83,33.776,3.31,170,1451.0,10.0,15.9,15.0,Partly Cloudy,Cirrus,2/10 to 3/10,20km to 50km
15.72,33.706,5.8,5,24.0,5.0,16.9,15.0,Continuous blowing snow,Stratus,10/10,2km to 4km
17.9,33.453,5.87,0,1686.0,9.0,17.7,16.0,,,,
16.765,33.5735,5.75,29,1723.0,6.0,19.0,17.9,Clear,,,10km to 20km
9.55,33.827,2.99,125,644.0,13.0,15.9,13.0,Partly Cloudy,Cumulus,5/10,10km to 20km
9.75,33.648,3.52,100,139.0,8.0,14.1,10.9,,,,
8.26,34.108,1.82,198,1692.0,8.0,18.0,16.0,Continuous blowing snow,Altostratus,10/10,20km to 50km
15.384,33.5107,6.133,19,868.0,25.0,17.0,16.0,,,,
7.07,34.238,0.61,381,950.0,20.0,12.2,11.9,,,,
10.641,33.6528,3.517,75,109.0,17.0,14.9,12.8,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
13.44,33.303,5.96,65,1699.0,6.0,12.8,12.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
20.71,33.56,6.72,0,23.0,2.0,19.7,19.0,Fog,Stratus,10/10,50m to 200m
10.8,33.359,5.18,123,3741.0,16.0,16.2,14.2,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
10.82,33.463,4.4,139,4232.0,27.0,13.5,10.4,Partly Cloudy,Stratocumulus,5/10,10km to 20km
14.86,33.333,5.84,0,29.0,18.0,14.0,12.0,,,,
6.35,34.319,0.32,515,754.0,14.0,13.0,11.5,,,,
10.6,33.295,4.9,110,3652.0,17.0,12.2,9.6,,,,
9.79,34.093,2.35,200,643.0,9.0,14.3,12.7,Continuous blowing snow,Stratus,10/10,10km to 20km
5.68,34.204,0.48,515,4223.0,17.0,13.6,12.8,,,,
15.416,33.3191,5.934,30,614.0,4.0,17.3,16.2,Clear,,Zero,10km to 20km
12.13,33.452,5.8,10,34.0,18.0,15.3,13.5,Partly Cloudy,Cirrus,1/10 or less but not zero,10km to 20km
6.274,34.294,0.368,515,1326.0,20.0,15.2,14.1,,,,
7.86,34.093,1.98,250,3717.0,13.0,15.1,14.9,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
10.8,33.442,3.78,50,91.0,2.0,17.7,16.0,Partly Cloudy,Stratus,2/10 to 3/10,20km to 50km
16.27,33.424,5.94,21,574.0,4.0,17.1,15.7,,,,
6.38,34.313,0.35,500,762.0,7.0,14.6,13.5,Partly Cloudy,Cirrus,5/10,4km to 10km
11.173,33.4778,4.713,139,4020.0,25.0,15.2,11.7,Partly Cloudy,Stratus,2/10 to 3/10,20km to 50km
9.02,34.107,1.94,228,750.0,14.0,14.1,14.1,,,,
13.98,33.206,5.87,11,60.0,6.0,15.0,13.2,,,,
8.14,34.221,1.32,300,609.0,4.0,17.1,14.6,Partly Cloudy,Cumulus,6/10,50km or more
14.16,33.389,5.39,124,4042.0,15.0,19.8,16.9,Partly Cloudy,Altocumulus,9/10 or more but not 10/10,10km to 20km
12.934,33.5552,5.565,5,17.0,20.0,14.2,12.0,Clear,,Zero,4km to 10km
9.321,33.636,3.937,170,3858.0,5.0,21.1,18.0,Partly Cloudy,Stratocumulus,2/10 to 3/10,20km to 50km
11.83,33.41,5.31,70,1849.0,7.0,17.4,16.2,,,,
15.91,33.14,5.43,25,58.0,11.0,17.4,13.5,,,,
15.23,34.017,5.6,104,4103.0,13.0,20.8,18.7,Partly Cloudy,Stratocumulus,6/10,10km to 20km
6.283,34.3153,0.328,500,1771.0,24.0,14.9,14.0,Partly Cloudy,Stratus,4/10,2km to 4km
6.482,34.0786,1.132,380,3930.0,2.0,15.9,13.4,Clear,,Zero,20km to 50km
14.88,33.107,5.89,64,4542.0,6.0,14.9,12.7,,,,
16.57,33.375,5.63,18,4232.0,16.0,17.1,16.4,Clear,,Zero,10km to 20km
15.9,33.405,6.99,0,21.0,6.0,16.8,15.4,,,,
12.57,33.34,4.39,30,72.0,9.0,16.0,13.7,,,,
6.35,34.184,0.6,400,920.0,0.0,17.0,14.8,Continuous blowing snow,Stratus,10/10,4km to 10km
9.44,33.647,3.36,125,1882.0,17.0,15.0,11.3,,,,
7.25,34.167,1.09,300,1320.0,7.0,16.1,13.0,,,,
7.487,34.0312,2.305,300,3974.0,5.0,15.1,13.2,,,,
14.26,33.113,5.95,41,1775.0,10.0,15.0,14.3,,,,
8.93,34.263,1.22,228,1183.0,3.0,15.8,14.9,,,,
14.84,33.318,5.88,14,3381.0,13.0,16.8,15.9,Clear,,Zero,20km to 50km
8.79,34.211,1.41,230,843.0,5.0,17.0,15.6,,,,
9.58,33.772,3.09,100,627.0,7.0,14.0,13.0,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
14.39,33.333,5.73,51,4228.0,18.0,18.0,14.1,Clear,,Zero,20km to 50km
11.77,33.437,4.34,51,624.0,2.0,18.0,12.9,,,,
10.57,33.646,3.64,84,1414.0,7.0,15.1,15.0,Fog,,,200m to 500m
9.85,33.754,3.29,61,575.0,17.0,18.0,15.3,Partly Cloudy,Altocumulus,1/10 or less but not zero,10km to 20km
11.428,33.0578,5.429,75,4277.0,11.0,19.7,16.4,Partly Cloudy,Stratus,4/10,20km to 50km
6.18,34.311,0.3,500,1378.0,15.0,16.3,14.6,Clear,,,10km to 20km
9.54,33.558,4.13,168,4094.0,2.0,17.0,15.6,Continuous blowing snow,Stratus,10/10,10km to 20km
16.314,33.5159,5.808,0,875.0,1.0,15.2,13.7,,,,
17.31,33.44,5.67,21,1092.0,8.0,19.4,17.7,Clear,,Zero,10km to 20km
11.1,33.562,4.32,84,1286.0,8.0,16.1,14.6,Partly Cloudy,Altostratus,7/10 to 8/10,10km to 20km
7.2,34.177,0.87,320,572.0,22.0,15.0,13.5,,,,
7.78,34.129,1.63,268,1587.0,6.0,15.6,13.5,,,,
8.75,34.038,2.66,200,614.0,4.0,18.0,16.2,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
15.24,33.675,5.78,100,3842.0,15.0,13.0,10.0,,,,
17.73,33.573,5.57,10,3929.0,16.0,17.8,16.7,,,,
7.13,34.134,1.49,300,3932.0,9.0,17.2,16.7,,,,
13.383,33.5889,5.548,40,822.0,7.0,17.0,13.8,,,,
9.11,33.859,3.06,125,1469.0,9.0,19.6,16.9,Continuous blowing snow,Stratus,10/10,10km to 20km
13.666,33.3805,5.743,50,4180.0,18.0,14.9,13.2,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
15.04,33.077,5.9,1,3812.0,4.0,16.2,16.0,Partly Cloudy,Altostratus,2/10 to 3/10,20km to 50km
5.72,34.254,0.37,500,4175.0,13.0,17.7,14.6,,,,
7.59,34.14,1.6,294,692.0,16.0,14.7,12.1,Partly Cloudy,Cumulus,6/10,4km to 10km
7.71,34.075,2.02,318,3888.0,10.0,13.6,11.5,,,,
9.88,33.895,2.62,51,60.0,4.0,16.1,14.6,Partly Cloudy,Altostratus,6/10,10km to 20km
9.11,34.06,2.34,170,1695.0,11.0,13.2,11.1,Partly Cloudy,Stratocumulus,7/10 to 8/10,20km to 50km
7.85,33.988,2.78,270,4089.0,8.0,16.2,15.4,,,,
5.96,34.308,0.28,519,739.0,23.0,13.3,11.4,,,,
17.51,33.552,5.61,45,4041.0,9.0,17.5,14.0,Partly Cloudy,Cumulus,6/10,10km to 20km
12.34,33.637,4.93,30,76.0,11.0,13.2,11.9,,,,
11.01,33.434,4.19,50,127.0,7.0,17.2,15.9,Continuous blowing snow,Stratus,10/10,10km to 20km
7.09,34.239,0.72,319,1795.0,27.0,17.2,13.9,Partly Cloudy,Stratus,2/10 to 3/10,20km to 50km
5.923,34.2095,0.5,500,4274.0,11.0,14.6,12.0,Partly Cloudy,Stratus,4/10,10km to 20km
9.6,33.948,2.32,70,79.0,14.0,17.1,15.9,,,,
11.86,33.298,5.1,100,4122.0,12.0,17.3,15.6,,,,
12.979,33.3326,4.354,50,66.0,5.0,15.6,14.9,Partly Cloudy,Stratocumulus,6/10,4km to 10km
16.7,33.348,5.57,14,4084.0,18.0,16.9,15.5,Partly Cloudy,Cumulus,1/10 or less but not zero,10km to 20km
14.473,33.1054,5.951,25,3590.0,19.0,14.4,13.4,,,,
11.81,33.418,5.25,30,73.0,26.0,13.0,11.2,Clear,,Zero,10km to 20km
12.94,33.325,5.65,91,4397.0,16.0,18.7,17.6,Clear,,Zero,20km to 50km
11.61,33.013,5.86,75,4241.0,11.0,13.5,11.0,,,,
8.79,33.971,3.76,197,3896.0,6.0,13.1,12.9,,,,
15.934,33.5365,5.764,88,3854.0,6.0,18.9,17.0,,,,
9.4,33.758,3.67,150,3865.0,30.0,13.8,12.1,,,,
10.04,33.704,3.82,30,1136.0,22.0,12.8,11.5,Partly Cloudy,Cirrostratus,2/10 to 3/10,20km to 50km
10.91,33.537,4.2,101,660.0,6.0,19.8,18.2,Partly Cloudy,Cumulus,1/10 or less but not zero,20km to 50km
15.35,32.97,5.91,11,3811.0,11.0,16.0,15.1,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
9.57,34.102,1.83,170,641.0,11.0,17.1,13.0,Clear,,Zero,10km to 20km
14.84,32.754,5.64,5,20.0,14.0,16.0,15.4,Rain,Nimbostratus,10/10,200m to 500m
13.27,33.508,5.74,5,79.0,25.0,12.5,9.0,Clear,,Zero,10km to 20km
8.4,34.083,2.09,250,,13.0,15.0,13.2,Partly Cloudy,Stratocumulus,4/10,4km to 10km
6.89,34.291,0.46,395,1953.0,14.0,17.3,16.3,,,,
5.57,34.205,0.45,500,4480.0,20.0,17.2,16.0,Continuous blowing snow,Stratus,10/10,10km to 20km
13.67,33.298,5.87,20,1713.0,8.0,15.2,14.5,,,,
8.319,33.951,2.916,230,4588.0,11.0,16.9,15.0,Partly Cloudy,Altocumulus,7/10 to 8/10,10km to 20km
19.475,33.7043,5.901,5,19.0,3.0,19.0,17.0,,,,
6.43,34.099,1.22,400,3832.0,5.0,17.5,16.5,,,,
6.8,34.29,0.46,435,1185.0,15.0,17.9,14.0,Clear,,Zero,10km to 20km
5.667,34.1592,0.588,515,3238.0,8.0,15.9,14.6,,,,
6.6,34.224,0.72,400,1021.0,10.0,17.0,15.1,,,,
14.36,33.221,5.78,49,1326.0,21.0,17.9,16.1,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
10.46,33.261,4.65,105,4227.0,9.0,18.5,16.8,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
10.05,33.947,2.61,100,854.0,5.0,15.9,14.2,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
14.46,33.282,6.32,50,4477.0,13.0,17.2,15.9,Continuous blowing snow,Stratus,10/10,10km to 20km
14.84,33.121,5.8,20,722.0,5.0,20.0,17.1,,,,
13.84,33.309,6.69,6,79.0,8.0,15.5,14.7,Partly Cloudy,Cirrocumulus,5/10,10km to 20km
6.87,34.272,0.59,438,730.0,6.0,14.5,14.2,,,,
15.48,33.608,5.96,20,,,,,,,,
15.81,33.386,5.83,8,300.0,12.0,17.1,15.2,Partly Cloudy,Stratus,1/10 or less but not zero,20km to 50km
10.803,33.6564,4.219,29,63.0,2.0,12.0,11.1,,,,
13.45,33.251,5.38,50,295.0,14.0,23.2,21.2,Partly Cloudy,Cirrus,1/10 or less but not zero,50km or more
15.12,33.525,6.21,35,1475.0,14.0,18.0,15.8,Continuous blowing snow,Cirrostratus,10/10,10km to 20km
17.52,33.187,5.64,20,945.0,15.0,16.5,15.7,,,,
14.078,33.4593,5.662,50,983.0,22.0,14.5,13.3,,,,
9.25,33.653,3.7,150,730.0,28.0,14.2,13.0,,,,
9.43,34.201,1.64,228,685.0,12.0,14.0,10.0,,,,
17.268,33.6179,5.638,23,34.0,13.0,18.9,15.9,Partly Cloudy,Stratus,5/10,20km to 50km
6.048,34.315,0.269,515,1609.0,15.0,14.4,13.1,,,,
12.61,33.5737,5.396,100,4235.0,17.0,15.8,14.2,,,,
14.19,33.687,5.84,15,21.0,6.0,19.9,17.8,Clear,,Zero,10km to 20km
12.72,33.526,4.2,85,706.0,15.0,12.6,12.5,,,,
9.28,33.789,3.46,171,4356.0,11.0,13.1,12.4,Partly Cloudy,Stratus,7/10 to 8/10,4km to 10km
15.46,33.32,5.72,0,2173.0,10.0,12.7,10.1,,,,
13.64,33.487,7.6,5,19.0,9.0,16.5,15.6,Clear,,Zero,4km to 10km
14.03,33.491,5.67,10,66.0,2.0,16.5,16.0,,,,
8.16,34.0,3.17,198,3628.0,13.0,14.0,12.2,Clear,,Zero,20km to 50km
9.23,33.671,3.82,125,1209.0,19.0,14.0,12.1,,,,
7.0,34.107,1.46,300,1205.0,22.0,16.1,14.9,Partly Cloudy,Stratocumulus,1/10 or less but not zero,20km to 50km
8.48,33.949,3.16,200,3678.0,19.0,14.0,13.5,,,,
14.91,33.604,5.85,20,1686.0,17.0,18.8,17.1,Partly Cloudy,Altostratus,7/10 to 8/10,10km to 20km
5.876,34.2543,0.345,500,4012.0,16.0,15.1,15.0,,,,
8.96,33.77,3.48,41,79.0,20.0,12.9,11.2,Clear,,Zero,10km to 20km
10.17,33.845,3.03,110,,18.0,15.5,14.0,,,,
14.79,33.38,6.1,2,56.0,15.0,15.2,15.1,,,,
14.8,33.647,5.67,36,1974.0,18.0,16.0,15.5,Continuous blowing snow,Stratus,10/10,2km to 4km
15.1,33.478,5.77,95,4026.0,12.0,17.6,16.5,,,,
10.06,33.346,5.24,125,4292.0,5.0,19.7,16.9,Partly Cloudy,Cumulus,5/10,20km to 50km
9.898,33.5999,3.764,100,3953.0,15.0,15.8,14.3,,,,
7.321,34.2766,0.543,400,1627.0,25.0,14.4,11.9,,,,
9.43,33.998,2.37,150,1711.0,5.0,16.9,14.8,Clear,,Zero,10km to 20km
15.31,33.391,5.94,85,,14.0,16.5,15.6,,,,
18.33,33.195,5.59,30,1653.0,5.0,18.1,13.9,,,,
7.52,34.211,0.67,377,586.0,5.0,15.6,14.0,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
9.85,33.454,4.35,100,,9.0,14.8,13.4,Partly Cloudy,Cirrus,1/10 or less but not zero,20km to 50km
13.54,33.418,6.04,16,1576.0,14.0,13.2,10.9,Partly Cloudy,Stratocumulus,4/10,20km to 50km
7.49,34.061,1.85,303,3817.0,30.0,14.2,12.0,Partly Cloudy,Stratocumulus,5/10,10km to 20km
15.215,33.41,5.543,10,22.0,2.0,16.0,14.0,Partly Cloudy,Cirrostratus,5/10,4km to 10km
15.6,33.212,5.76,20,626.0,13.0,13.9,10.1,,,,
6.62,34.288,0.43,438,784.0,4.0,15.8,13.4,,,,
19.461,33.873,5.351,10,876.0,18.0,19.0,17.5,,,,
7.65,34.0306,2.125,300,4135.0,7.0,17.3,13.9,Partly Cloudy,Stratus,9/10 or more but not 10/10,4km to 10km
16.93,33.275,5.71,20,,22.0,16.4,15.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
15.24,32.994,5.91,28,3995.0,25.0,13.8,11.0,Partly Cloudy,Altocumulus,6/10,4km to 10km
9.13,33.79,3.22,150,4346.0,23.0,13.9,12.1,,,,
13.69,33.052,5.98,60,3988.0,15.0,11.9,8.0,,,,
6.57,34.201,0.8,400,3930.0,8.0,13.2,11.9,,,,
13.0,33.192,,50,3265.0,3.0,13.5,12.4,,,,
9.59,33.881,2.92,60,745.0,18.0,12.0,10.6,Partly Cloudy,Stratus,5/10,10km to 20km
11.76,33.537,4.24,51,77.0,24.0,16.0,15.8,Clear,,Zero,10km to 20km
19.59,33.467,5.61,11,638.0,10.0,18.8,17.5,,,,
14.34,33.378,5.64,10,79.0,15.0,13.1,11.1,,,,
6.36,34.243,0.52,437,724.0,10.0,16.0,14.0,Clear,,Zero,10km to 20km
8.29,33.982,2.69,250,4089.0,10.0,14.5,13.5,Continuous blowing snow,Stratocumulus,2/10 to 3/10,2km to 4km
13.734,33.3036,6.041,30,4538.0,9.0,13.8,11.1,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
17.34,33.975,5.51,63,,,,,,,,
14.48,33.261,5.9,55,3934.0,14.0,14.3,12.0,Partly Cloudy,Cumulus,7/10 to 8/10,10km to 20km
13.2,33.481,5.89,10,,,,,,,,
6.14,34.178,0.72,400,1284.0,10.0,15.0,13.4,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
10.557,33.5488,4.383,150,4035.0,17.0,14.1,12.7,,,,
7.78,34.137,1.54,267,1345.0,14.0,15.2,12.5,Clear,,Zero,10km to 20km
5.95,34.226,0.51,500,3789.0,11.0,15.7,11.4,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
10.829,33.7828,4.592,0,25.0,26.0,12.8,9.4,Clear,,Zero,20km to 50km
13.87,33.26,6.1,0,69.0,4.0,18.0,16.1,Clear,,Zero,10km to 20km
12.78,33.581,4.51,75,121.0,8.0,14.9,13.3,Clear,,Zero,20km to 50km
14.55,33.73,6.11,30,1443.0,3.0,19.0,17.1,Continuous blowing snow,Stratus,10/10,4km to 10km
17.12,33.47,5.83,9,69.0,3.0,18.0,16.2,Partly Cloudy,Cirrus,4/10,20km to 50km
8.58,33.969,2.5,201,4129.0,22.0,18.0,16.9,Partly Cloudy,Stratus,2/10 to 3/10,20km to 50km
15.44,33.4296,5.865,20,100.0,7.0,15.0,13.8,,,,
8.12,34.238,1.27,300,613.0,3.0,15.5,13.7,Partly Cloudy,Cirrus,1/10 or less but not zero,10km to 20km
20.88,33.625,5.21,23,868.0,11.0,23.8,22.0,Partly Cloudy,Stratocumulus,4/10,10km to 20km
11.53,33.42,4.56,20,1641.0,14.0,19.9,18.1,Clear,,Zero,20km to 50km
16.62,33.526,6.14,11,56.0,10.0,17.9,16.1,Partly Cloudy,Stratocumulus,4/10,20km to 50km
10.371,33.3433,4.19,85,3872.0,4.0,16.0,15.0,,,,
10.31,33.78,3.26,59,648.0,10.0,10.8,8.6,Rain,Stratocumulus,10/10,4km to 10km
7.112,34.0614,1.509,320,4090.0,14.0,18.2,,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
7.252,34.0563,1.691,321,4147.0,25.0,17.5,15.5,Continuous blowing snow,Stratus,10/10,10km to 20km
7.86,34.218,1.12,300,3793.0,14.0,18.5,16.2,,,,
18.457,33.2263,5.459,10,3746.0,21.0,16.8,15.5,,,,
14.175,33.0912,5.83,61,4316.0,8.0,15.0,15.0,Continuous blowing snow,Stratus,10/10,1km to 2km
12.677,33.6255,4.77,2,74.0,14.0,14.0,12.5,,,,
11.55,33.708,6.22,2,140.0,8.0,11.1,9.6,,,,
7.39,34.019,2.57,317,4375.0,26.0,14.8,13.3,,,,
10.39,34.196,0.97,140,1465.0,1.0,19.2,17.4,Continuous blowing snow,Stratus,10/10,10km to 20km
8.88,34.125,1.88,229,1693.0,7.0,20.0,18.0,Clear,,Zero,20km to 50km
9.401,33.9307,3.895,59,230.0,3.0,11.0,10.9,Fog,,Zero,1km to 2km
14.79,33.294,5.73,100,4096.0,1.0,18.3,15.8,,,,
9.59,33.939,2.79,140,1180.0,2.0,10.2,8.9,Continuous blowing snow,Cirrostratus,10/10,10km to 20km
10.14,33.479,4.16,102,1900.0,9.0,17.0,15.0,,,,
6.5,34.302,0.37,437,1309.0,24.0,17.5,16.3,,,,
8.31,33.772,3.79,169,3799.0,18.0,18.9,17.7,Clear,,Zero,10km to 20km
10.46,33.559,3.58,82,1697.0,3.0,14.9,13.7,Clear,,Zero,10km to 20km
13.76,33.388,5.35,40,74.0,5.0,20.0,18.0,,,,
14.96,33.132,5.79,65,4091.0,7.0,15.0,12.8,Partly Cloudy,Cirrostratus,5/10,20km to 50km
9.15,33.832,2.91,100,3764.0,2.0,16.4,15.1,,,,
8.94,34.202,1.55,250,614.0,9.0,17.3,15.6,,,,
12.61,33.241,5.32,50,1691.0,14.0,17.9,16.8,,,,
8.416,33.9456,3.114,200,4100.0,16.0,14.2,13.1,,,,
7.193,34.2928,0.464,400,644.0,13.0,19.0,18.0,,,,
9.73,34.026,2.42,150,577.0,7.0,15.1,14.0,,,,
14.16,33.4,6.57,15,25.0,5.0,15.3,14.0,Partly Cloudy,Stratocumulus,5/10,10km to 20km
13.5,33.012,5.83,100,4028.0,8.0,16.9,16.4,,,,
13.5,33.251,6.16,50,1340.0,10.0,17.8,15.2,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
12.51,33.199,5.62,100,4142.0,10.0,18.7,17.4,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
11.06,33.754,4.06,50,1244.0,27.0,15.0,14.0,Continuous blowing snow,Stratus,10/10,4km to 10km
17.639,33.2977,5.568,2,984.0,15.0,16.6,15.0,,,,
14.43,33.573,5.47,104,3984.0,19.0,17.9,17.0,Partly Cloudy,Cumulus,1/10 or less but not zero,10km to 20km
13.53,33.0,6.01,0,3994.0,22.0,13.3,11.2,,,,
16.37,32.998,5.94,46,4174.0,5.0,20.0,17.7,Partly Cloudy,Cirrus,4/10,10km to 20km
12.538,33.3831,5.888,30,59.0,5.0,13.9,13.1,,,,
12.1,33.345,6.0,20,956.0,26.0,13.5,12.0,,,,
6.24,34.284,0.43,462,1471.0,10.0,21.6,20.2,Fog,Cirrocumulus,1/10 or less but not zero,20km to 50km
5.78,34.219,0.52,500,1885.0,8.0,15.5,14.3,Partly Cloudy,Altostratus,7/10 to 8/10,4km to 10km
14.14,33.196,5.72,95,3677.0,16.0,17.2,16.2,,,,
5.97,34.282,0.33,519,3756.0,13.0,15.0,13.0,,,,
10.43,33.629,4.28,84,3650.0,22.0,16.8,15.7,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
12.2,33.334,,140,4096.0,13.0,22.8,18.5,Partly Cloudy,Stratocumulus,4/10,20km to 50km
8.44,34.216,1.37,250,779.0,10.0,17.4,15.0,Partly Cloudy,Cirrocumulus,4/10,20km to 50km
9.033,33.9679,2.568,171,1380.0,21.0,16.1,14.5,Clear,,Zero,20km to 50km
11.35,33.376,4.57,52,1636.0,5.0,15.9,14.0,Partly Cloudy,Cumulus,6/10,10km to 20km
14.96,33.706,5.59,114,3875.0,16.0,18.3,17.2,,,,
15.32,32.781,5.93,18,3957.0,11.0,14.1,13.2,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
16.76,33.498,5.97,10,793.0,17.0,18.3,16.0,Clear,,Zero,20km to 50km
17.99,33.021,5.51,10,3836.0,9.0,16.4,13.0,,,,
7.17,34.029,2.41,300,3639.0,22.0,14.8,13.6,Partly Cloudy,Stratocumulus,2/10 to 3/10,20km to 50km
11.21,33.506,4.6,140,3827.0,13.0,13.1,9.0,,,,
6.73,34.092,1.34,380,4163.0,20.0,18.0,14.0,Partly Cloudy,Cirrostratus,1/10 or less but not zero,20km to 50km
16.93,33.747,5.74,75,3979.0,15.0,18.2,17.0,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
5.542,34.2464,0.323,517,880.0,10.0,14.0,13.0,,,,
11.67,33.37,4.58,91,1649.0,3.0,16.0,11.9,Clear,,Zero,10km to 20km
8.1,34.264,0.9,329,1679.0,10.0,19.0,18.0,Partly Cloudy,Stratocumulus,5/10,4km to 10km
8.2,34.188,1.35,270,1822.0,10.0,15.0,14.0,,,,
11.97,33.207,5.5,101,4076.0,8.0,18.0,15.4,Continuous blowing snow,Stratus,10/10,4km to 10km
7.17,34.0,2.46,300,4081.0,9.0,20.4,19.8,Clear,,Zero,10km to 20km
16.22,33.298,5.68,30,4118.0,16.0,18.2,17.0,,,,
22.13,33.38,5.42,0,864.0,6.0,21.8,20.9,Partly Cloudy,Cirrus,4/10,10km to 20km
8.559,34.0803,1.502,220,228.0,8.0,15.2,14.2,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
13.532,33.0055,5.873,40,3639.0,9.0,19.0,17.4,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
8.16,34.005,2.79,200,4177.0,32.0,14.8,12.5,Clear,,Zero,10km to 20km
10.52,33.478,4.85,85,1626.0,14.0,14.7,11.8,,,,
11.83,33.594,4.05,59,70.0,7.0,16.0,15.9,Fog,,10/10,Less than 50m
5.69,34.356,0.23,552,3639.0,16.0,13.5,10.5,Partly Cloudy,Cumulus,6/10,20km to 50km
8.2,34.037,2.26,119,377.0,4.0,13.1,12.2,,,,
6.18,34.126,1.09,400,4004.0,20.0,17.1,14.8,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
17.096,33.559,5.802,0,16.0,10.0,19.9,17.1,Partly Cloudy,Stratocumulus,5/10,10km to 20km
16.074,33.3269,5.54,5,22.0,10.0,14.0,11.9,Partly Cloudy,Nimbostratus,7/10 to 8/10,10km to 20km
9.2,33.938,2.78,183,902.0,30.0,14.7,14.5,Continuous blowing snow,Stratus,10/10,4km to 10km
16.065,33.5931,,9,21.0,4.0,15.8,15.8,Fog,,10/10,500m to 1km
9.428,33.8769,2.698,141,1473.0,15.0,15.2,14.0,,,,
8.18,34.215,1.26,250,615.0,13.0,15.1,12.0,Clear,,Zero,10km to 20km
8.62,34.098,2.09,200,331.0,5.0,14.5,13.2,,,,
6.796,34.3049,0.387,516,1190.0,3.0,19.3,17.9,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
6.036,34.1117,0.892,400,4160.0,6.0,12.9,10.7,Partly Cloudy,Stratus,9/10 or more but not 10/10,4km to 10km
11.05,32.793,5.77,75,4595.0,9.0,17.2,15.8,,,,
14.84,32.677,5.85,6,35.0,2.0,16.1,14.9,,,,
8.35,34.153,1.73,268,290.0,5.0,19.0,17.0,,,,
11.154,33.5163,4.279,50,78.0,8.0,14.9,13.2,Partly Cloudy,Cirrus,1/10 or less but not zero,20km to 50km
15.84,33.04,,20,4341.0,3.0,14.8,12.8,Partly Cloudy,Stratus,9/10 or more but not 10/10,20km to 50km
8.42,33.806,3.7,250,4190.0,16.0,19.1,17.0,Continuous blowing snow,Stratus,10/10,10km to 20km
8.7,33.99,2.47,170,940.0,20.0,13.4,12.1,Clear,,Zero,20km to 50km
