Salnty,O2ml_L,Depthm,Bottom_D,Wind_Spd,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
33.833,3.2,169,1617.0,3.0,18.8,17.3,,,,
33.855,3.3,30,77.0,12.0,12.8,11.6,,,,
33.64,5.38,0,256.0,10.0,12.2,11.5,,,,
34.139,1.81,150,978.0,18.0,12.8,11.3,,,,
33.135,5.82,1,3849.0,15.0,15.5,15.4,,,,
33.841,2.74,118,1209.0,18.0,13.2,12.4,Clear,,Zero,Less than 50m
33.436,5.78,11,3799.0,19.0,15.0,13.9,,,,
33.228,5.32,95,3631.0,30.0,12.4,10.6,Drizzle,Stratocumulus,10/10,4km to 10km
33.555,5.72,1,35.0,5.0,12.9,10.6,,,,
33.3731,5.395,5,22.0,4.0,15.9,11.5,,,,
32.858,5.81,45,4041.0,15.0,12.5,10.8,,,,
33.587,4.32,43,73.0,8.0,15.0,14.2,Partly Cloudy,Stratus,2/10 to 3/10,10km to 20km
33.182,,12,19.0,3.0,13.5,11.0,,,,
33.998,5.48,75,4121.0,5.0,18.9,17.0,Partly Cloudy,Altocumulus,9/10 or more but not 10/10,10km to 20km
33.699,3.55,139,4323.0,3.0,18.0,17.0,Continuous blowing snow,Stratus,10/10,10km to 20km
34.221,0.66,400,874.0,11.0,16.8,14.3,Partly Cloudy,Stratocumulus,5/10,20km to 50km
33.843,3.17,139,4050.0,20.0,15.0,13.0,Clear,,Zero,20km to 50km
34.195,0.68,400,3801.0,3.0,17.0,16.0,,,,
33.5505,6.007,2,72.0,6.0,22.9,19.8,Partly Cloudy,Stratocumulus,5/10,10km to 20km
33.393,5.81,51,4013.0,19.0,12.9,11.1,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
33.937,2.39,75,101.0,26.0,12.5,12.0,,,,
34.216,0.74,320,2210.0,3.0,13.2,12.3,Clear,,Zero,4km to 10km
33.4266,5.819,2,4158.0,17.0,14.0,12.5,Partly Cloudy,Stratocumulus,5/10,20km to 50km
33.1051,5.966,25,4030.0,21.0,14.2,13.7,Continuous blowing snow,Stratus,10/10,4km to 10km
34.167,1.49,300,1181.0,4.0,18.9,15.2,,,,
33.896,3.83,200,4018.0,14.0,16.5,14.9,,,,
33.513,6.9,5,29.0,9.0,13.0,12.2,,,,
33.44,6.35,15,71.0,10.0,16.9,15.5,Partly Cloudy,Stratocumulus,5/10,10km to 20km
34.16,1.54,202,584.0,9.0,14.0,12.0,Partly Cloudy,Cirrus,1/10 or less but not zero,10km to 20km
33.176,5.97,60,3819.0,10.0,14.8,13.1,,,,
32.8674,5.915,75,4034.0,14.0,17.9,15.9,Clear,,Zero,50km or more
34.208,0.56,512,4235.0,20.0,14.4,11.5,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
33.471,5.69,100,4558.0,1.0,13.5,11.1,,,,
34.3246,0.303,500,619.0,8.0,19.0,16.9,,,,
34.085,1.54,319,3805.0,21.0,13.0,11.5,,,,
33.5474,5.777,10,19.0,3.0,11.2,10.8,,,,
33.501,5.25,32,63.0,7.0,12.8,13.2,Fog,,,2km to 4km
33.075,5.67,45,4479.0,11.0,18.2,17.5,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
33.013,6.04,50,4152.0,11.0,19.0,16.5,Partly Cloudy,Cirrostratus,4/10,20km to 50km
34.2046,0.909,321,659.0,10.0,13.9,12.4,Continuous blowing snow,Stratus,10/10,10km to 20km
34.224,0.85,318,888.0,10.0,13.6,11.7,,,,
34.073,1.82,332,,14.0,15.5,14.7,,,,
34.16,1.76,229,794.0,11.0,16.1,15.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
33.998,2.25,100,130.0,17.0,13.3,11.3,,,,
34.215,1.35,172,1216.0,6.0,14.8,13.2,,,,
33.38,5.92,20,68.0,3.0,18.8,16.7,Clear,,Zero,10km to 20km
33.588,3.84,84,670.0,6.0,19.2,17.7,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.308,5.77,59,4188.0,27.0,13.9,12.1,,,,
33.37,6.0,31,3623.0,8.0,16.1,13.9,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
33.309,5.07,50,4077.0,20.0,14.0,12.0,Partly Cloudy,Altostratus,7/10 to 8/10,4km to 10km
33.6855,5.429,32,1608.0,10.0,16.1,14.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
34.112,1.32,230,735.0,10.0,16.8,15.2,Clear,,Zero,Less than 50m
33.669,3.19,52,57.0,11.0,14.7,13.3,,,,
33.579,4.03,119,875.0,6.0,18.0,16.4,Partly Cloudy,Cirrus,2/10 to 3/10,20km to 50km
33.2865,5.904,50,213.0,14.0,13.3,10.0,,,,
34.2743,0.349,515,4044.0,15.0,14.0,10.9,Partly Cloudy,Stratus,5/10,10km to 20km
34.25,0.41,517,3918.0,4.0,15.1,14.7,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.856,2.54,121,631.0,20.0,14.5,12.0,,,,
33.491,3.51,10,25.0,7.0,18.5,17.5,Fog,Stratus,10/10,1km to 2km
33.108,5.884,50,3770.0,26.0,14.0,10.8,,,,
33.205,5.78,45,2985.0,2.0,15.4,13.2,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
33.953,5.46,125,4199.0,19.0,19.0,17.1,Partly Cloudy,Stratocumulus,6/10,20km to 50km
33.296,5.89,71,3840.0,13.0,20.5,16.5,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
34.015,2.84,200,3255.0,3.0,11.9,9.7,,,,
33.702,3.93,84,335.0,2.0,16.8,15.2,Partly Cloudy,Cirrocumulus,4/10,4km to 10km
33.6439,3.423,85,125.0,7.0,,,,,,
33.663,4.84,20,55.0,4.0,15.5,14.0,,,,
33.4,4.64,85,1631.0,8.0,15.7,15.1,,,,
33.2,5.75,0,4188.0,14.0,15.3,13.9,,,,
33.82,2.99,87,2297.0,10.0,16.5,16.0,,,,
33.4006,7.088,5,76.0,6.0,15.3,14.4,,,,
33.539,4.99,150,3982.0,4.0,19.9,17.5,Partly Cloudy,Altocumulus,5/10,10km to 20km
34.038,,150,2913.0,20.0,12.0,10.0,,,,
33.5889,6.13,2,22.0,3.0,18.9,17.9,Continuous blowing snow,Stratus,10/10,500m to 1km
33.077,5.66,50,4053.0,20.0,17.8,16.0,Continuous blowing snow,Stratus,10/10,10km to 20km
33.258,6.03,29,3847.0,20.0,14.2,12.4,Partly Cloudy,Cumulus,1/10 or less but not zero,20km to 50km
34.315,0.42,436,615.0,19.0,13.6,12.1,Partly Cloudy,Stratus,7/10 to 8/10,10km to 20km
33.404,5.52,10,3746.0,9.0,20.2,17.5,Partly Cloudy,Altocumulus,7/10 to 8/10,10km to 20km
33.829,4.6,27,71.0,8.0,17.0,14.4,Clear,,Zero,20km to 50km
33.356,5.82,25,4038.0,11.0,16.0,14.2,Clear,,Zero,Less than 50m
34.185,1.13,300,3791.0,20.0,16.0,14.8,Clear,,Zero,Less than 50m
32.858,6.0,50,4230.0,18.0,12.8,9.6,Partly Cloudy,Altocumulus,5/10,20km to 50km
34.094,1.98,150,1692.0,9.0,17.1,15.6,,,,
33.189,5.69,2,4112.0,8.0,16.1,14.9,Partly Cloudy,Nimbostratus,9/10 or more but not 10/10,4km to 10km
34.304,0.56,435,858.0,10.0,15.2,11.9,Partly Cloudy,Altostratus,4/10,10km to 20km
34.236,0.48,500,3828.0,22.0,17.2,15.7,,,,
33.393,4.77,100,1171.0,9.0,18.2,15.0,Partly Cloudy,Cirrus,1/10 or less but not zero,10km to 20km
33.7088,,10,30.0,20.0,12.1,10.0,,,,
33.809,2.9,40,78.0,19.0,12.0,10.2,,,,
33.4458,5.142,20,1660.0,10.0,18.5,17.0,Partly Cloudy,Stratus,5/10,20km to 50km
34.049,1.94,319,4468.0,15.0,14.2,11.7,Partly Cloudy,Cumulus,6/10,10km to 20km
34.007,2.75,300,4066.0,20.0,14.9,13.8,,,,
33.966,2.31,150,662.0,21.0,17.1,15.9,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.99,2.31,120,1316.0,12.0,18.3,17.1,,,,
33.821,3.56,150,1849.0,9.0,18.1,15.9,,,,
33.622,4.06,70,709.0,11.0,19.8,16.8,Partly Cloudy,Cumulus,5/10,20km to 50km
33.652,4.51,139,3953.0,6.0,15.1,14.8,Continuous blowing snow,Stratus,10/10,200m to 500m
33.335,4.76,150,4018.0,10.0,18.1,16.4,Partly Cloudy,Stratus,9/10 or more but not 10/10,20km to 50km
33.315,5.13,65,4116.0,13.0,18.0,15.0,Partly Cloudy,Cirrocumulus,7/10 to 8/10,20km to 50km
34.144,0.55,500,3348.0,3.0,13.2,12.0,,,,
34.1747,1.051,200,576.0,19.0,17.2,15.3,Clear,,Zero,10km to 20km
33.519,6.18,10,62.0,6.0,23.7,21.8,Clear,,Zero,20km to 50km
33.679,3.86,40,249.0,0.0,14.8,13.1,Clear,,Zero,20km to 50km
33.4,5.85,29,572.0,10.0,18.8,16.2,Partly Cloudy,Cumulonimbus,2/10 to 3/10,20km to 50km
34.3076,0.355,515,1189.0,11.0,19.8,17.9,,,,
34.145,1.49,250,4186.0,15.0,17.1,15.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.511,3.96,125,737.0,19.0,17.3,16.0,Partly Cloudy,Stratocumulus,4/10,10km to 20km
33.533,5.72,2,4007.0,20.0,17.3,16.0,Continuous blowing snow,Stratus,10/10,4km to 10km
34.1207,0.996,400,3727.0,6.0,19.1,16.5,Partly Cloudy,Stratus,5/10,20km to 50km
34.2754,0.509,400,1920.0,31.0,15.0,13.4,,,,
34.1658,0.624,400,4100.0,13.0,17.9,16.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
34.202,0.94,250,2493.0,11.0,14.9,14.2,Continuous blowing snow,Stratus,10/10,4km to 10km
33.735,4.04,195,4252.0,6.0,18.6,17.8,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
33.228,5.77,20,2200.0,10.0,17.2,16.1,,,,
33.238,6.16,50,3797.0,24.0,14.9,11.5,,,,
33.601,5.35,59,2921.0,14.0,13.6,11.3,,,,
33.581,4.08,59,1361.0,18.0,17.4,16.1,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
33.4769,6.591,10,30.0,12.0,12.9,10.9,,,,
33.977,2.83,150,1587.0,6.0,15.2,14.2,,,,
33.669,2.8,30,78.0,20.0,13.8,11.5,,,,
33.366,5.75,62,3839.0,6.0,18.1,16.6,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
33.618,5.44,3,4287.0,7.0,19.5,16.5,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
33.422,5.66,50,869.0,5.0,15.0,13.9,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
33.986,2.45,200,4390.0,14.0,14.0,11.9,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
34.0211,2.316,140,1096.0,16.0,17.5,16.0,,,,
34.089,1.42,316,2220.0,11.0,13.9,12.4,Continuous blowing snow,Stratus,10/10,10km to 20km
34.183,0.88,321,723.0,5.0,14.8,13.5,,,,
33.038,6.07,56,,9.0,20.4,20.3,Fog,Stratus,10/10,1km to 2km
34.07,1.59,322,4312.0,10.0,17.1,16.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
33.714,4.17,204,4159.0,6.0,15.2,14.8,,,,
33.684,6.014,0,23.0,8.0,19.0,17.2,Fog,Stratus,10/10,1km to 2km
34.0452,2.265,200,1177.0,7.0,16.1,15.2,,,,
33.195,6.08,41,3795.0,8.0,15.0,13.1,Partly Cloudy,Altocumulus,2/10 to 3/10,10km to 20km
33.964,3.07,250,4281.0,10.0,16.3,14.8,,,,
33.296,5.71,50,4010.0,8.0,20.0,17.6,,,,
33.86,5.57,104,4003.0,9.0,18.5,15.4,,,,
33.986,2.6,200,3797.0,20.0,16.9,16.0,Clear,,Zero,20km to 50km
34.121,2.07,203,849.0,6.0,20.0,18.6,,,,
34.048,2.05,270,4020.0,22.0,15.1,14.4,,,,
33.126,5.11,75,719.0,6.0,13.9,12.0,,,,
33.477,6.68,9,78.0,1.0,18.3,17.1,Clear,,Zero,Less than 50m
33.906,3.27,193,3601.0,17.0,18.1,16.2,,,,
33.375,5.08,125,4011.0,9.0,18.6,16.9,,,,
33.969,3.136,250,4056.0,15.0,15.8,14.2,,,,
34.044,2.15,317,4177.0,10.0,14.5,11.8,,,,
33.848,2.92,100,1283.0,9.0,16.3,15.1,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
34.175,1.62,250,631.0,8.0,18.6,17.7,,,,
33.459,5.65,100,3812.0,9.0,16.8,15.3,,,,
33.39,5.742,62,4149.0,16.0,19.5,17.1,Partly Cloudy,Altocumulus,9/10 or more but not 10/10,2km to 4km
33.85,2.54,50,81.0,18.0,13.3,13.0,Continuous blowing snow,Stratus,10/10,1km to 2km
33.325,5.34,21,64.0,11.0,12.3,11.2,Partly Cloudy,Stratocumulus,7/10 to 8/10,4km to 10km
33.1687,5.644,63,4062.0,10.0,17.3,16.1,,,,
34.129,0.86,437,4231.0,13.0,16.4,13.8,,,,
33.506,5.85,39,4229.0,10.0,16.0,13.2,Partly Cloudy,Stratocumulus,5/10,20km to 50km
34.044,1.97,115,125.0,12.0,14.0,11.0,Partly Cloudy,Stratocumulus,4/10,20km to 50km
33.3502,4.87,41,2550.0,31.0,15.2,13.2,,,,
